rentola_link,source_link,domain,prop_price,area,bedrooms,bathrooms,images_length,position
https://rentwyre.com/listings/furnished-studio-with-elevator-52d04e,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR15367-east-49th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,3450,300,1,1,13,1993
https://rentwyre.com/listings/lot-four-modern-luxury-5-bedroom-ocean-view-villa-for-rent-df3219,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2100037,re.cr,16946,300,5,4,8,1994
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-wifi-only-06b94d,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR14036-east-56th-street-apartment-new-york-midtown-east.mod.html",nycityapartment.com,3960,318,1,1,15,1996
https://rentwyre.com/listings/mountain-house-for-rent-in-calle-zurqui-7a8b1e,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2100048,re.cr,3500,312,4,4,51,1998
https://rentwyre.com/listings/furnished-studio-with-elevator-and-washing-machine-effaac,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR6951-west-58th-street-apartment-new-york-theatre-district.mod.html",nycityapartment.com,2820,316,1,1,9,1999
https://rentwyre.com/listings/furnished-studio-with-elevator-pets-accepted-and-doorman-edb313,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR1995-east-47th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,4025,317,1,1,14,2000
https://rentwyre.com/listings/1-bedroom-furnished-apartment-da911d,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR1591-east-13th-street-apartment-new-york-east-village.mod.html",nycityapartment.com,3570,318,1,1,15,2002
https://rentwyre.com/listings/house-for-rent-santa-ana-gated-community-77d967,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl1900069,re.cr,5000,311,3,2,24,2003
https://rentwyre.com/listings/condominio-hacienda-belen-house-for-rent-in-belen-f3d3c7,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2100147,re.cr,2200,310,3,3,33,2005
https://rentwyre.com/listings/1-bedroom-furnished-apartment-4d40ec,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR1595-east-13th-street-apartment-new-york-east-village.mod.html",nycityapartment.com,3570,305,1,1,11,2007
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-laundromat-in-the-building-4b5761,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR4698-east-77th-street-apartment-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,2760,300,1,1,9,2008
https://rentwyre.com/listings/1-bedroom-furnished-apartment-90d10e,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR1655-west-40th-street-apartment-new-york-fashion-district.mod.html",nycityapartment.com,2910,300,1,1,13,2009
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-wifi-only-9400e7,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR14141-east-56th-street-apartment-new-york-midtown-east.mod.html",nycityapartment.com,3795,304,1,1,15,2010
https://rentwyre.com/listings/furnished-studio-f0ddfa,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR10472-west-119th-street-townhouse-new-york-harlem.mod.html",nycityapartment.com,3335,300,1,1,14,2011
https://rentwyre.com/listings/furnished-studio-a36dcf,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR5902-west-105th-street-apartment-manhattan-upper-west-side.mod.html",nycityapartment.com,2530,300,1,1,14,2012
https://rentwyre.com/listings/1-bedroom-furnished-apartment-387d2a,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR11492-west-45th-street-apartment-new-york-clinton.mod.html",nycityapartment.com,2640,300,1,1,16,2013
https://rentwyre.com/listings/furnished-studio-062bc8,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21281-east-75th-street-apartment-new-york-upper-upper-east-side.mod.html",nycityapartment.com,5175,300,1,1,14,2014
https://rentwyre.com/listings/condominium-for-rent-in-bosques-de-dona-rosa-fa2e7d,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2100099,re.cr,2300,300,5,5,26,2015
https://rentwyre.com/listings/furnished-studio-549c19,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR10430-east-56th-street-apartment-new-york-midtown-east.mod.html",nycityapartment.com,2875,300,1,1,17,2016
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-laundromat-in-the-building-0c6eb8,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR3222-east-78th-street-apartment-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,2935,300,1,1,11,2017
https://rentwyre.com/listings/casa-royal-a-luxury-oceanfront-residence-for-rent-in-playa-potrero-74fe5f,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2100025,re.cr,28678,300,7,4,24,2018
https://rentwyre.com/listings/furnished-studio-a1cf9b,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21128-west-17th-street-apartment-new-york-chelsea.mod.html",nycityapartment.com,5520,300,1,1,12,2019
https://rentwyre.com/listings/furnished-studio-with-terrace-0093c8,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR9215-grand-street-apartment-new-york-china-town.mod.html",nycityapartment.com,2800,300,1,1,15,2021
https://rentwyre.com/listings/1-bedroom-furnished-apartment-2cf0bb,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR20060-parkside-avenue-townhouse-brooklyn-prospect-lefferts.mod.html",nycityapartment.com,5175,348,1,1,17,2026
https://rentwyre.com/listings/1-bedroom-furnished-apartment-519aca,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR10585-stanhope-street-house-brooklyn-bushwick.mod.html",nycityapartment.com,2130,350,1,1,16,2027
https://rentwyre.com/listings/1-bedroom-furnished-apartment-17a8ee,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR1592-east-13th-street-apartment-new-york-east-village.mod.html",nycityapartment.com,3570,330,1,1,14,2035
https://rentwyre.com/listings/alquiler-de-amplia-casa-de-montana-en-san-isidro-mountain-and-countryside-house-for-rent-in-concepcion-b3901c,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl1800232,re.cr,2000,335,4,5,30,2036
https://rentwyre.com/listings/furnished-studio-with-barbecue-and-garden-e84a9e,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR15659-clermont-avenue-apartment-brooklyn-fort-greene.mod.html",nycityapartment.com,2875,340,1,1,21,2038
https://rentwyre.com/listings/wide-apartament-for-rent-escazu-bello-horizonte-costa-rica-bf178c,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2200034,re.cr,2500,330,3,2,9,2039
https://rentwyre.com/listings/furnished-studio-with-washing-machine-and-terrace-52502a,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21173-east-24th-street-apartment-new-york-murray-hill.mod.html",nycityapartment.com,5405,350,1,1,26,2055
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-terrace-69a2f5,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR2489-55th-street-townhouse-brooklyn-sunset-park.mod.html",nycityapartment.com,1860,350,1,1,20,2057
https://rentwyre.com/listings/furnished-studio-5be9bc,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR6538-west-141st-street-townhouse-new-york-hamilton-heights.mod.html",nycityapartment.com,2015,350,1,1,9,2058
https://rentwyre.com/listings/furnished-studio-with-washing-machine-660db5,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21168-east-24th-street-apartment-new-york-murray-hill.mod.html",nycityapartment.com,5175,350,1,1,24,2059
https://rentwyre.com/listings/furnished-studio-with-washing-machine-13fa32,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21170-east-24th-street-apartment-new-york-murray-hill.mod.html",nycityapartment.com,5175,350,1,1,25,2060
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-laundromat-in-the-building-5eddfe,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR2369-mott-street-apartment-new-york-soho.mod.html",nycityapartment.com,3395,350,1,1,14,2061
https://rentwyre.com/listings/furnished-studio-with-washing-machine-and-terrace-2d7586,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21174-east-24th-street-apartment-new-york-murray-hill.mod.html",nycityapartment.com,5405,350,1,1,26,2062
https://rentwyre.com/listings/furnished-studio-with-washing-machine-94594c,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21166-east-24th-street-apartment-new-york-murray-hill.mod.html",nycityapartment.com,5175,350,1,1,25,2063
https://rentwyre.com/listings/furnished-studio-620f4f,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR10897-west-152nd-street-apartment-new-york-hamilton-heights.mod.html",nycityapartment.com,2015,350,1,1,14,2064
https://rentwyre.com/listings/furnished-studio-with-washing-machine-4e6408,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21172-east-24th-street-apartment-new-york-murray-hill.mod.html",nycityapartment.com,5175,350,1,1,25,2065
https://rentwyre.com/listings/furnished-studio-677b04,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR11497-decatur-street-apartment-brooklyn-bedford-stuyvesant.mod.html",nycityapartment.com,2760,350,1,1,16,2066
https://rentwyre.com/listings/furnished-studio-eae2a1,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR5119-west-40th-street-apartment-new-york-fashion-district.mod.html",nycityapartment.com,3180,350,1,1,17,2067
https://rentwyre.com/listings/furnished-studio-with-washing-machine-7c774a,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21165-east-24th-street-apartment-new-york-murray-hill.mod.html",nycityapartment.com,5175,350,1,1,24,2068
https://rentwyre.com/listings/furnished-studio-with-washing-machine-aea8b2,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21171-east-24th-street-apartment-new-york-murray-hill.mod.html",nycityapartment.com,5175,350,1,1,24,2070
https://rentwyre.com/listings/studio-for-rent-in-sonora-fb4d5c,https://accessasset.appfolio.com/listings/detail/60c11191-a0cc-40ca-8935-d1f74e6270bf,accessasset.appfolio.com,950,360,1,1,7,2079
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-elevator-and-pets-accepted-18895a,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR20484-york-avenue-apartment-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,3335,355,1,1,23,2087
https://rentwyre.com/listings/furnished-studio-with-elevator-and-pets-accepted-e269fd,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR2786-east-47th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,4025,353,1,1,20,2092
https://rentwyre.com/listings/10087-emerald-grove-elk-grove-ca-95624-e2d98f,https://eaglepropertymgmt.appfolio.com/listings/detail/a9ce1f29-8cbd-4c2d-a8c0-df1336882eb6,eaglepropertymgmt.appfolio.com,2650,354,3,2,20,2094
https://rentwyre.com/listings/house-for-rent-in-rohrmoser-b1d44e,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2300004,re.cr,1490,380,6,3,9,2097
https://rentwyre.com/listings/1355-s-hope-street-114-los-angeles-ca-90015-6fe700,https://actionapartments.appfolio.com/listings/detail/6fb6ea91-26db-4165-9b18-6e0db4ba7aad,actionapartments.appfolio.com,1345,380,1,1,5,2103
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-elevator-c5e6f4,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR13927-east-49th-street-apartment-new-york-midtown-east.mod.html",nycityapartment.com,3395,377,1,1,16,2111
https://rentwyre.com/listings/11338-pondhurst-way-riverside-ca-92505-81bc4d,https://tlcre.appfolio.com/listings/detail/2af90c45-3daf-405b-b66e-23d9596c4a65,tlcre.appfolio.com,4500,397,5,4,23,2118
https://rentwyre.com/listings/apartment-for-rent-escazu-jaboncillos-costa-rica-b22ad5,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2100183,re.cr,5745,398,4,3,23,2119
https://rentwyre.com/listings/la-jolla-exclusive-villas-condominium-for-rent-in-san-antonio-700e66,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl1900045,re.cr,2300,397,3,5,41,2121
https://rentwyre.com/listings/1-bedroom-furnished-apartment-218124,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR9262-perry-street-apartment-new-york-west-village.mod.html",nycityapartment.com,5060,390,1,1,16,2122
https://rentwyre.com/listings/furnished-studio-with-elevator-6dc501,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR19511-east-47th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,4025,391,1,1,17,2124
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-elevator-c51b1b,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR2994-east-47th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,4600,393,1,1,16,2125
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-wifi-only-1b071f,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR11792-east-37th-street-apartment-new-york-murray-hill.mod.html",nycityapartment.com,4025,390,1,1,15,2127
https://rentwyre.com/listings/furnished-studio-with-elevator-and-wifi-only-9cb551,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR17005-east-47th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,4025,393,1,1,16,2128
https://rentwyre.com/listings/furnished-studio-with-washing-machine-and-terrace-4d97ea,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR9341-east-26th-street-apartment-new-york-grammercy-park.mod.html",nycityapartment.com,4830,388,1,1,22,2131
https://rentwyre.com/listings/5868-victoria-rd-carnelian-bay-ca-96140-d60bb3,https://tahoenorthrentals.appfolio.com/listings/detail/ca238aba-67e9-41be-8fb7-292f6c78292f,tahoenorthrentals.appfolio.com,4900,388,5,2,19,2133
https://rentwyre.com/listings/furnished-studio-with-elevator-and-wifi-only-d9d2e5,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR14164-east-49th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,3795,387,1,1,19,2134
https://rentwyre.com/listings/furnished-studio-with-washing-machine-and-terrace-b24503,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR9355-east-26th-street-apartment-new-york-grammercy-park.mod.html",nycityapartment.com,4830,387,1,1,32,2135
https://rentwyre.com/listings/2960-w-james-m-wood-blvd-204-los-angeles-ca-90006-170fc2,https://www.tdipropertiesinc.com/listings/detail/09437bf2-6c18-4488-a381-7280b8c8f5d4,tdipropertiesinc.com,1450,386,1,1,14,2141
https://rentwyre.com/listings/house-at-6312-newlin-unit-a-whittier-ca-90601-98c32d,https://www.apmlease.com/listings/detail/1bd050e8-340d-4a0a-b10b-664f543d801b,apmlease.com,1200,385,1,1,8,2143
https://rentwyre.com/listings/1-bedroom-furnished-apartment-b87e00,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR17010-thompson-street-apartment-new-york-greenwich-village.mod.html",nycityapartment.com,3450,400,1,1,13,2150
https://rentwyre.com/listings/1-bedroom-furnished-apartment-9e0a39,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR18148-riverside-drive-apartment-new-york-hamilton-heights.mod.html",nycityapartment.com,2900,400,1,1,9,2151
https://rentwyre.com/listings/furnished-studio-with-terrace-43f7a8,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR13912-clermont-avenue-apartment-brooklyn-fort-greene.mod.html",nycityapartment.com,2990,400,1,1,15,2152
https://rentwyre.com/listings/charming-del-mar-studio-walking-distance-to-the-beach-unit-9-fe4bcb,https://northcounty.appfolio.com/listings/detail/916b5d93-f2d0-48af-9c81-1506875a082c,northcounty.appfolio.com,2550,400,1,1,17,2154
https://rentwyre.com/listings/furnished-studio-with-elevator-29e528,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR14147-east-49th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,3450,400,1,1,20,2155
https://rentwyre.com/listings/furnished-studio-with-elevator-pets-accepted-and-wifi-only-b07d91,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR16312-west-58th-street-apartment-new-york-midtown-west.mod.html",nycityapartment.com,4025,400,1,1,14,2156
https://rentwyre.com/listings/furnished-studio-with-elevator-doorman-and-laundromat-in-the-building-ed07a0,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR4153-east-47th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,4025,400,1,1,13,2157
https://rentwyre.com/listings/furnished-studio-with-elevator-and-pets-accepted-58daa7,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21130-east-63rd-street-apartment-new-york-upper-east-side-lenox-hill.mod.html",nycityapartment.com,6900,400,1,1,13,2161
https://rentwyre.com/listings/furnished-studio-7ab74c,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR5960-west-70th-street-townhouse-manhattan-upper-west-side.mod.html",nycityapartment.com,2755,400,1,1,12,2162
https://rentwyre.com/listings/1816-f-st-1816-f-st-unit-14-sacramento-ca-95811-1740-d522e2,https://eaglepropertymgmt.appfolio.com/listings/detail/fcf56127-01ff-4454-9b69-199b75950516,eaglepropertymgmt.appfolio.com,1000,400,1,1,4,2164
https://rentwyre.com/listings/furnished-studio-with-washing-machine-4b7506,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21139-york-avenue-apartment-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,5175,400,1,1,27,2165
https://rentwyre.com/listings/furnished-studio-with-washing-machine-2f0ee0,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR8844-york-avenue-apartment-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,5175,400,1,1,22,2167
https://rentwyre.com/listings/1-bedroom-furnished-apartment-2bc0c9,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR12052-west-105th-street-apartment-manhattan-upper-west-side.mod.html",nycityapartment.com,2990,400,1,1,13,2168
https://rentwyre.com/listings/furnished-studio-c51d47,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR19547-ninth-avenue-apartment-new-york-midtown-west.mod.html",nycityapartment.com,4025,400,1,1,9,2169
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-wifi-only-fd3d63,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR11998-jefferson-ave-house-brooklyn-bushwick.mod.html",nycityapartment.com,1955,400,1,1,13,2171
https://rentwyre.com/listings/historic-olde-del-mar-furnished-studio-one-block-from-21st-st-beach-unit-4-8f1ed9,https://northcounty.appfolio.com/listings/detail/43a8bdd6-06a3-4369-9d61-12f4e5637db1,northcounty.appfolio.com,2550,400,1,1,19,2175
https://rentwyre.com/listings/furnished-studio-with-elevator-6b8334,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21129-east-63rd-street-apartment-new-york-upper-east-side-lenox-hill.mod.html",nycityapartment.com,5175,400,1,1,19,2177
https://rentwyre.com/listings/77-blake-st-e-san-francisco-ca-94118-f38ea3,https://www.ziprent.com/show/19017,ziprent.com,2095,400,1,1,13,2179
https://rentwyre.com/listings/apartment-for-rent-in-kingston-59fbc0,https://search.countryhouserealty.net/idx/details/listing/b209/20230189/194-Wall-Street-Kingston-NY-12401,search.countryhouserealty.net,2000,400,1,1,12,2180
https://rentwyre.com/listings/furnished-studio-with-wifi-only-620f52,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR12118-pacific-street-apartment-brooklyn-bedford-stuyvesant.mod.html",nycityapartment.com,2300,400,1,1,19,2190
https://rentwyre.com/listings/villa-playa-potrero-a-beautiful-7-bedroom-ocean-front-villa-for-rent-in-potrero-beach-92e841,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2100075,re.cr,30416,400,7,6,51,2191
https://rentwyre.com/listings/furnished-studio-with-washing-machine-7aea4c,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21147-york-avenue-apartment-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,5175,400,1,1,22,2197
https://rentwyre.com/listings/furnished-studio-with-washing-machine-203b58,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21145-york-avenue-apartment-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,5175,400,1,1,22,2198
https://rentwyre.com/listings/adobe-studio-in-del-mar-walking-distance-to-21st-beach-and-more-unit-0-3ad02d,https://northcounty.appfolio.com/listings/detail/ce48dc35-10af-4a16-8650-c9bca29c3d5e,northcounty.appfolio.com,2950,400,1,1,14,2217
https://rentwyre.com/listings/furnished-studio-with-elevator-doorman-and-laundromat-in-the-building-cf8f4c,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR1251-east-47th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,4025,400,1,1,12,2218
https://rentwyre.com/listings/furnished-studio-dd6d79,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR11647-west-40th-street-apartment-new-york-fashion-district.mod.html",nycityapartment.com,3180,400,1,1,15,2219
https://rentwyre.com/listings/1-850-downstairs-studio-near-willow-glen-f0d7ff,https://www.calwestrents.com/san-jose-homes-for-rent#ad/1338334,calwestrents.com,1695,400,1,1,11,2220
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-wifi-only-3fc91d,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR9540-east-56th-street-apartment-new-york-midtown-east.mod.html",nycityapartment.com,3680,400,1,1,19,2221
https://rentwyre.com/listings/1-bedroom-furnished-apartment-5becc0,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR5004-east-10th-street-apartment-new-york-east-village.mod.html",nycityapartment.com,3450,400,1,1,23,2222
https://rentwyre.com/listings/furnished-studio-with-elevator-pets-accepted-and-doorman-84ed90,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR1997-east-47th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,4025,400,1,1,14,2223
https://rentwyre.com/listings/furnished-studio-with-washing-machine-5f8d00,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21143-york-avenue-apartment-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,5175,400,1,1,22,2224
https://rentwyre.com/listings/furnished-studio-with-elevator-3748f4,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR19424-east-47th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,4025,420,1,1,19,2227
https://rentwyre.com/listings/1-bedroom-furnished-apartment-6a2cdc,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR8809-east-9th-street-ny-apartment-new-york-east-village.mod.html",nycityapartment.com,3220,420,1,1,14,2235
https://rentwyre.com/listings/1-bedroom-furnished-apartment-55654a,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR11531-decatur-street-apartment-brooklyn-bedford-stuyvesant.mod.html",nycityapartment.com,3510,418,1,1,19,2238
https://rentwyre.com/listings/furnished-studio-with-washing-machine-3cbe88,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21138-york-avenue-apartment-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,5175,400,1,1,27,2249
https://rentwyre.com/listings/downstairs-1-1-now-available-6aa7f5,https://www.calwestern.com/tenants/#ad/1335993,calwestern.com,1895,425,1,1,10,2263
https://rentwyre.com/listings/casa-victoriana-amazing-house-for-rent-in-san-isidro-heredia-costa-rica-5a3571,https://www.re.cr/en/costa-rica-rental-properties/search-properties-for-rent/rl2200061,re.cr,2300,430,4,5,50,2270
https://rentwyre.com/listings/house-for-rent-in-sonora-cf132c,https://accessasset.appfolio.com/listings/detail/b0170533-b6b7-490f-82b7-28c3d3216463,accessasset.appfolio.com,2450,425,4,3,25,2271
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-washing-machine-031be2,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR20630-east-83rd-street-townhouse-new-york-upper-east-side-york-ville.mod.html",nycityapartment.com,3795,425,1,1,13,2272
https://rentwyre.com/listings/furnished-studio-with-elevator-doorman-and-laundromat-in-the-building-c47dcf,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR5769-west-street-apartment-new-york-financial-district.mod.html",nycityapartment.com,3565,440,1,1,19,2274
https://rentwyre.com/listings/2-bedroom-furnished-apartment-7f56d4,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR14015-west-15th-street-apartment-new-york-chelsea.mod.html",nycityapartment.com,8050,435,1,1,16,2285
https://rentwyre.com/listings/1-bedroom-furnished-apartment-9ae38e,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR15525-east-9th-street-apartment-new-york-east-village.mod.html",nycityapartment.com,3435,443,1,1,13,2293
https://rentwyre.com/listings/furnished-studio-with-elevator-44ab9f,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR14146-east-49th-street-duplex-new-york-turtle-bay.mod.html",nycityapartment.com,3795,431,1,1,13,2294
https://rentwyre.com/listings/furnished-studio-with-elevator-ddff09,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR14145-east-49th-street-apartment-new-york-turtle-bay.mod.html",nycityapartment.com,3680,430,1,1,16,2295
https://rentwyre.com/listings/apartment-at-4235-w-126th-st-116-hawthorne-ca-90250-5ebe87,https://mabrymgmt.com/unit-details/4235-w-126th-st-hawthorne-ca-90250-for-rent/60d66ba69d38d129ca5be25c,mabrymgmt.com,1400,430,1,1,19,2296
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-washing-machine-d43c72,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21201-east-78th-street-apartment-new-york-upper-east-side-lenox-hill.mod.html",nycityapartment.com,6325,430,1,1,34,2298
https://rentwyre.com/listings/1-bedroom-furnished-apartment-with-elevator-and-washing-machine-1aa1f8,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR21181-east-75th-street-apartment-new-york-upper-east-side-lenox-hill.mod.html",nycityapartment.com,6325,450,1,1,35,2301
https://rentwyre.com/listings/apartment-for-rent-in-woodstock-3d2925,https://search.countryhouserealty.net/idx/details/listing/b209/20223818/211-Simmons-Court-7-Woodstock-NY-12498,search.countryhouserealty.net,1475,450,1,1,11,2305
https://rentwyre.com/listings/1-bedroom-furnished-apartment-a50328,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR11363-west-105th-street-apartment-manhattan-upper-west-side.mod.html",nycityapartment.com,3220,450,1,1,16,2307
https://rentwyre.com/listings/1-bedroom-furnished-apartment-a85f31,"https://www.nycityapartment.com/en/new-york-city,long-term-rentals/apartment/UBR2223-east-13th-street-apartment-new-york-east-village.mod.html",nycityapartment.com,3570,450,1,1,14,2308
